"FIPS","State","County, State","2016 Food Insecurity Rate","# of Food Insecure Persons in 2016","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2016 Child food insecurity rate","# of Food Insecure Children in 2016","% food insecure children in HH w/ HH incomes below 185 FPL in 2016","% food insecure children in HH w/ HH incomes above 185 FPL in 2016","2016 Cost Per Meal","2016 Weighted Annual Food Budget Shortfall"
"37085","NC","Harnett County, North Carolina","15.4%","  19,560 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.3%","","19.7%","21.1%","  7,260 ","78%","23%","$3.06","$10,230,000.00"
"37087","NC","Haywood County, North Carolina","12.7%","  7,560 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.4%","","28.6%","23.1%","  2,540 ","82%","18%","$3.17","$4,097,000.00"
"37089","NC","Henderson County, North Carolina","10.7%","  11,850 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%","","21.6%","19.0%","  4,150 ","80%","20%","$2.97","$6,006,000.00"
"37091","NC","Hertford County, North Carolina","23.8%","  5,770 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.2%","","22.8%","25.0%","  1,190 ","75%","25%","$2.76","$2,725,000.00"
"37093","NC","Hoke County, North Carolina","18.6%","  9,640 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.9%","","15.1%","23.1%","  3,450 ","77%","23%","$2.81","$4,634,000.00"
"37095","NC","Hyde County, North Carolina","20.2%","  1,130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.7%","","28.3%","25.3%","  260 ","68%","32%","$3.17","$613,000.00"
"37097","NC","Iredell County, North Carolina","12.5%","  20,950 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.5%","","29.5%","19.4%","  7,790 ","69%","31%","$2.99","$10,689,000.00"
"37099","NC","Jackson County, North Carolina","15.4%","  6,340 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.2%","","30.8%","24.6%","  1,750 ","73%","27%","$3.14","$3,405,000.00"
"37101","NC","Johnston County, North Carolina","12.2%","  22,310 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%","","22.0%","19.4%","  9,360 ","73%","27%","$3.11","$11,845,000.00"
"37103","NC","Jones County, North Carolina","18.4%","  1,860 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.8%","","12.2%","27.2%","  520 ","79%","21%","$3.01","$958,000.00"
"37105","NC","Lee County, North Carolina","13.8%","  8,250 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.8%","","19.2%","21.2%","  3,180 ","71%","29%","$3.02","$4,261,000.00"
"37107","NC","Lenoir County, North Carolina","20.2%","  11,760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.0%","","12.0%","24.6%","  3,280 ","76%","24%","$2.55","$5,127,000.00"
"37109","NC","Lincoln County, North Carolina","11.8%","  9,390 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.3%","","24.7%","20.4%","  3,600 ","70%","30%","$2.71","$4,342,000.00"
"37111","NC","McDowell County, North Carolina","13.8%","  6,230 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.3%","","14.7%","23.5%","  2,220 ","84%","16%","$3.01","$3,202,000.00"
"37113","NC","Macon County, North Carolina","13.0%","  4,420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.1%","","21.9%","24.2%","  1,560 ","81%","19%","$3.09","$2,335,000.00"
"37115","NC","Madison County, North Carolina","13.0%","  2,740 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.2%","","24.8%","21.8%","  850 ","87%","13%","$3.04","$1,424,000.00"
"37117","NC","Martin County, North Carolina","20.3%","  4,760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.1%","","16.9%","23.5%","  1,160 ","76%","24%","$2.75","$2,234,000.00"
"37119","NC","Mecklenburg County, North Carolina","15.5%","  156,360 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.9%","","30.1%","18.2%","  45,370 ","66%","34%","$3.22","$85,950,000.00"
"37121","NC","Mitchell County, North Carolina","12.9%","  1,970 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.2%","","24.8%","23.5%","  660 ","68%","32%","$3.13","$1,053,000.00"
"37123","NC","Montgomery County, North Carolina","14.9%","  4,100 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.0%","","10.0%","22.7%","  1,450 ","87%","14%","$2.66","$1,862,000.00"
"37125","NC","Moore County, North Carolina","13.0%","  12,110 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.8%","","30.2%","21.0%","  4,150 ","73%","27%","$3.25","$6,716,000.00"
"37127","NC","Nash County, North Carolina","18.8%","  17,770 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.6%","","20.4%","21.9%","  4,710 ","77%","23%","$2.67","$8,096,000.00"
"37129","NC","New Hanover County, North Carolina","15.5%","  33,570 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.8%","","32.2%","20.3%","  8,520 ","66%","34%","$3.27","$18,737,000.00"
"37131","NC","Northampton County, North Carolina","25.1%","  5,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.8%","","14.2%","30.2%","  1,180 ","77%","23%","$3.00","$2,648,000.00"
"37133","NC","Onslow County, North Carolina","14.7%","  27,240 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.9%","","19.1%","20.4%","  9,630 ","77%","23%","$3.01","$14,002,000.00"
"37135","NC","Orange County, North Carolina","13.2%","  18,460 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.6%","","39.4%","16.1%","  4,600 ","54%","46%","$3.95","$12,474,000.00"
"37137","NC","Pamlico County, North Carolina","14.4%","  1,860 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.6%","","27.4%","23.0%","  490 ","82%","18%","$3.16","$1,005,000.00"
"37139","NC","Pasquotank County, North Carolina","19.1%","  7,610 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.5%","","26.5%","22.5%","  1,980 ","75%","25%","$2.97","$3,860,000.00"
"37141","NC","Pender County, North Carolina","14.5%","  8,150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.4%","","28.6%","21.4%","  2,700 ","71%","29%","$3.33","$4,641,000.00"
"37143","NC","Perquimans County, North Carolina","16.3%","  2,190 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.5%","","19.5%","23.7%","  650 ","86%","15%","$2.94","$1,101,000.00"
"37145","NC","Person County, North Carolina","16.9%","  6,630 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.7%","","22.3%","22.3%","  1,920 ","76%","24%","$2.81","$3,189,000.00"
"37147","NC","Pitt County, North Carolina","20.8%","  36,420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.7%","","24.3%","21.9%","  8,470 ","69%","32%","$2.96","$18,392,000.00"
"37149","NC","Polk County, North Carolina","12.1%","  2,460 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.9%","","30.1%","22.2%","  780 ","67%","33%","$3.23","$1,357,000.00"
"37151","NC","Randolph County, North Carolina","12.3%","  17,510 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.2%","","14.8%","21.6%","  7,260 ","85%","16%","$2.73","$8,167,000.00"
"37153","NC","Richmond County, North Carolina","20.6%","  9,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.7%","","13.3%","27.0%","  2,900 ","77%","23%","$2.52","$4,052,000.00"
"37155","NC","Robeson County, North Carolina","21.1%","  28,340 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.6%","","9.4%","28.7%","  10,030 ","84%","16%","$2.51","$12,147,000.00"
"37157","NC","Rockingham County, North Carolina","16.2%","  14,890 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.8%","","19.2%","23.1%","  4,470 ","79%","22%","$2.83","$7,192,000.00"
"37159","NC","Rowan County, North Carolina","15.0%","  20,780 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.5%","","20.5%","22.6%","  7,130 ","79%","21%","$2.69","$9,536,000.00"
"37161","NC","Rutherford County, North Carolina","15.6%","  10,420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.2%","","11.8%","24.2%","  3,440 ","93%","7%","$2.63","$4,679,000.00"
"37163","NC","Sampson County, North Carolina","16.1%","  10,230 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.1%","","5.9%","23.3%","  3,680 ","82%","19%","$2.68","$4,677,000.00"
"37165","NC","Scotland County, North Carolina","24.9%","  8,880 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.7%","","16.3%","30.6%","  2,570 ","80%","20%","$2.71","$4,113,000.00"
"37167","NC","Stanly County, North Carolina","14.0%","  8,500 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.9%","","23.1%","21.8%","  2,900 ","75%","25%","$2.71","$3,941,000.00"
"37169","NC","Stokes County, North Carolina","12.5%","  5,820 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.4%","","25.6%","21.3%","  2,000 ","74%","26%","$3.12","$3,107,000.00"
"37171","NC","Surry County, North Carolina","12.4%","  9,040 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.7%","","11.3%","21.2%","  3,430 ","92%","9%","$2.84","$4,388,000.00"
"37173","NC","Swain County, North Carolina","15.4%","  2,190 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.3%","","15.7%","27.6%","  910 ","78%","22%","$3.02","$1,131,000.00"
"37175","NC","Transylvania County, North Carolina","12.3%","  4,080 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.4%","","26.6%","23.4%","  1,280 ","92%","9%","$3.18","$2,216,000.00"
"37177","NC","Tyrrell County, North Carolina","20.0%","  830 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.9%","","12.1%","27.9%","  200 ","87%","14%","$3.26","$462,000.00"
"37179","NC","Union County, North Carolina","9.8%","  21,260 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%","","34.5%","16.5%","  10,230 ","59%","41%","$3.05","$11,087,000.00"
"37181","NC","Vance County, North Carolina","23.1%","  10,280 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%","","8.2%","25.8%","  2,770 ","77%","23%","$2.78","$4,888,000.00"
"37183","NC","Wake County, North Carolina","12.7%","  126,480 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.2%","","40.8%","16.5%","  41,060 ","59%","41%","$3.23","$69,832,000.00"
"37185","NC","Warren County, North Carolina","22.6%","  4,600 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.2%","","14.8%","25.1%","  970 ","76%","25%","$2.91","$2,286,000.00"
"37187","NC","Washington County, North Carolina","22.5%","  2,810 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.0%","","6.0%","27.4%","  750 ","74%","26%","$2.92","$1,402,000.00"
"37189","NC","Watauga County, North Carolina","17.8%","  9,360 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.0%","","34.0%","21.5%","  1,490 ","77%","23%","$3.58","$5,734,000.00"
"37191","NC","Wayne County, North Carolina","18.4%","  22,880 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.7%","","16.3%","24.1%","  7,240 ","76%","24%","$2.70","$10,563,000.00"
"37193","NC","Wilkes County, North Carolina","13.9%","  9,560 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.9%","","16.1%","23.0%","  3,380 ","84%","16%","$2.92","$4,777,000.00"
"37195","NC","Wilson County, North Carolina","20.8%","  16,990 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.2%","","18.8%","26.8%","  5,170 ","74%","26%","$2.67","$7,747,000.00"
"37197","NC","Yadkin County, North Carolina","12.0%","  4,530 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.6%","","11.4%","22.2%","  1,840 ","93%","7%","$2.91","$2,254,000.00"
"37199","NC","Yancey County, North Carolina","13.8%","  2,420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.4%","","16.6%","23.4%","  790 ","91%","9%","$2.99","$1,236,000.00"
"38001","ND","Adams County, North Dakota","6.5%","  150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.4%","","32.6%","10.5%","  50 ","44%","57%","$3.30","$84,000.00"
"38003","ND","Barnes County, North Dakota","7.1%","  780 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.6%","","39.4%","10.1%","  230 ","51%","50%","$3.11","$414,000.00"
"38005","ND","Benson County, North Dakota","14.2%","  960 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.1%","","21.9%","21.7%","  500 ","71%","29%","$3.05","$500,000.00"
"38007","ND","Billings County, North Dakota","6.8%","  60 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.5%","","34.5%","9.5%","  20 ","71%","29%","$3.46","$35,000.00"
"38009","ND","Bottineau County, North Dakota","6.9%","  460 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.8%","","40.2%","10.0%","  140 ","49%","51%","$3.19","$251,000.00"
"38011","ND","Bowman County, North Dakota","4.5%","  150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.2%","","47.8%","6.2%","  50 ","18%","82%","$3.35","$86,000.00"
"38013","ND","Burke County, North Dakota","7.6%","  170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.7%","","27.3%","12.2%","  70 ","62%","38%","$3.34","$97,000.00"
"38015","ND","Burleigh County, North Dakota","6.0%","  5,400 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.3%","","42.7%","8.4%","  1,730 ","50%","50%","$3.23","$2,985,000.00"
"38017","ND","Cass County, North Dakota","8.9%","  14,810 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.5%","","37.5%","9.1%","  3,370 ","55%","45%","$3.11","$7,863,000.00"
"38019","ND","Cavalier County, North Dakota","4.1%","  160 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.9%","","30.1%","7.1%","  60 ","47%","53%","$3.07","$84,000.00"
"38021","ND","Dickey County, North Dakota","5.5%","  290 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.9%","","27.1%","8.2%","  90 ","52%","48%","$3.08","$153,000.00"
"38023","ND","Divide County, North Dakota","5.6%","  130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.1%","","45.9%","7.7%","  40 ","25%","75%","$3.48","$77,000.00"
"38025","ND","Dunn County, North Dakota","6.2%","  270 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.9%","","33.1%","9.8%","  100 ","52%","48%","$3.46","$160,000.00"
"38027","ND","Eddy County, North Dakota","8.1%","  190 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.5%","","38.5%","13.0%","  70 ","62%","38%","$3.13","$102,000.00"
"38029","ND","Emmons County, North Dakota","7.2%","  250 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.7%","","26.3%","9.7%","  70 ","72%","28%","$3.23","$138,000.00"
"38031","ND","Foster County, North Dakota","6.6%","  220 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.5%","","33.5%","11.2%","  80 ","87%","13%","$3.12","$117,000.00"
"38033","ND","Golden Valley County, North Dakota","7.3%","  140 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%","","24.2%","10.5%","  50 ","69%","31%","$3.46","$83,000.00"
"38035","ND","Grand Forks County, North Dakota","10.4%","  7,250 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%","","36.5%","10.9%","  1,550 ","61%","39%","$3.07","$3,809,000.00"
"38037","ND","Grant County, North Dakota","6.9%","  160 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.1%","","26.9%","9.5%","  40 ","66%","35%","$3.26","$89,000.00"
"38039","ND","Griggs County, North Dakota","6.4%","  150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.0%","","31.0%","9.2%","  40 ","71%","29%","$3.09","$79,000.00"
"38041","ND","Hettinger County, North Dakota","5.0%","  130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.0%","","18.0%","9.8%","  50 ","66%","34%","$3.35","$74,000.00"
"38043","ND","Kidder County, North Dakota","5.1%","  120 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.1%","","13.9%","9.3%","  40 ","79%","21%","$3.22","$66,000.00"
"38045","ND","LaMoure County, North Dakota","5.7%","  230 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.0%","","26.0%","9.4%","  80 ","64%","36%","$3.17","$125,000.00"
"38047","ND","Logan County, North Dakota","5.0%","  100 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.1%","","27.9%","7.5%","  30 ","74%","26%","$3.23","$55,000.00"
"38049","ND","McHenry County, North Dakota","6.5%","  390 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%","","38.3%","11.7%","  160 ","60%","40%","$3.20","$214,000.00"
"38051","ND","McIntosh County, North Dakota","6.2%","  170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.9%","","31.1%","9.2%","  50 ","69%","31%","$3.19","$93,000.00"
"38053","ND","McKenzie County, North Dakota","7.8%","  840 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.7%","","41.3%","12.1%","  380 ","51%","49%","$3.44","$494,000.00"
"38055","ND","McLean County, North Dakota","6.0%","  580 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.9%","","36.1%","10.1%","  210 ","60%","40%","$3.24","$321,000.00"
"38057","ND","Mercer County, North Dakota","5.4%","  470 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.4%","","45.6%","9.4%","  180 ","29%","71%","$3.25","$261,000.00"
"38059","ND","Morton County, North Dakota","6.1%","  1,810 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.8%","","44.2%","8.7%","  570 ","46%","54%","$3.18","$984,000.00"
"38061","ND","Mountrail County, North Dakota","6.3%","  610 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.0%","","30.0%","10.4%","  270 ","57%","43%","$3.36","$351,000.00"
"38063","ND","Nelson County, North Dakota","6.1%","  190 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.6%","","36.4%","10.6%","  60 ","53%","48%","$3.06","$99,000.00"
"38065","ND","Oliver County, North Dakota","5.1%","  90 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.2%","","43.8%","8.1%","  30 ","28%","72%","$3.24","$50,000.00"
"38067","ND","Pembina County, North Dakota","5.9%","  420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.0%","","28.0%","9.5%","  140 ","44%","56%","$3.08","$221,000.00"
"38069","ND","Pierce County, North Dakota","9.7%","  420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.1%","","36.9%","16.4%","  140 ","51%","49%","$3.16","$227,000.00"
"38071","ND","Ramsey County, North Dakota","7.5%","  870 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.1%","","31.9%","10.4%","  270 ","50%","50%","$3.07","$456,000.00"
"38073","ND","Ransom County, North Dakota","6.5%","  350 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.0%","","28.0%","8.7%","  110 ","95%","5%","$3.09","$185,000.00"
"38075","ND","Renville County, North Dakota","5.4%","  140 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.2%","","22.8%","8.7%","  60 ","71%","30%","$3.22","$77,000.00"
"38077","ND","Richland County, North Dakota","6.4%","  1,040 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.4%","","34.6%","9.6%","  330 ","57%","43%","$3.03","$539,000.00"
"38079","ND","Rolette County, North Dakota","17.2%","  2,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.5%","","25.5%","25.9%","  1,280 ","73%","27%","$3.03","$1,306,000.00"
"38081","ND","Sargent County, North Dakota","4.7%","  180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%","","18.1%","7.0%","  50 ","71%","29%","$3.09","$95,000.00"
"38083","ND","Sheridan County, North Dakota","9.4%","  130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.9%","","31.1%","16.5%","  40 ","63%","37%","$3.24","$72,000.00"
"38085","ND","Sioux County, North Dakota","17.2%","  760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.0%","","20.0%","22.3%","  370 ","65%","35%","$3.23","$419,000.00"
"38087","ND","Slope County, North Dakota","6.1%","  40 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%","","32.5%","8.5%","  10 ","34%","66%","$3.35","$23,000.00"
"38089","ND","Stark County, North Dakota","6.0%","  1,800 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.6%","","46.4%","7.7%","  560 ","39%","61%","$3.34","$1,028,000.00"
"38091","ND","Steele County, North Dakota","4.4%","  90 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.6%","","35.4%","8.0%","  30 ","64%","36%","$3.10","$48,000.00"
"38093","ND","Stutsman County, North Dakota","7.2%","  1,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.2%","","35.8%","11.0%","  470 ","67%","33%","$3.19","$829,000.00"
"38095","ND","Towner County, North Dakota","6.8%","  160 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.5%","","26.5%","12.3%","  70 ","82%","18%","$3.04","$83,000.00"
"38097","ND","Traill County, North Dakota","5.7%","  460 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.6%","","35.4%","8.7%","  160 ","51%","49%","$3.08","$242,000.00"
"38099","ND","Walsh County, North Dakota","5.5%","  610 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.6%","","14.4%","9.8%","  240 ","71%","29%","$3.07","$320,000.00"
"38101","ND","Ward County, North Dakota","7.3%","  5,020 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.3%","","36.7%","9.4%","  1,520 ","65%","35%","$3.22","$2,764,000.00"
"38103","ND","Wells County, North Dakota","5.3%","  220 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.8%","","22.2%","13.4%","  110 ","28%","72%","$3.21","$121,000.00"
"38105","ND","Williams County, North Dakota","7.0%","  2,230 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.1%","","49.9%","9.8%","  800 ","43%","57%","$3.39","$1,294,000.00"
"39001","OH","Adams County, Ohio","17.6%","  4,950 ","130%","SNAP","185%","Other Nutrition Program","74.5%","12.0%","13.5%","26.4%","  1,820 ","85%","15%","$2.74","$2,315,000.00"
"39003","OH","Allen County, Ohio","15.4%","  16,120 ","130%","SNAP","185%","Other Nutrition Program","57.5%","13.5%","28.9%","20.7%","  5,070 ","76%","24%","$2.68","$7,384,000.00"
"39005","OH","Ashland County, Ohio","13.4%","  7,140 ","130%","SNAP","185%","Other Nutrition Program","56.6%","10.6%","32.8%","21.8%","  2,670 ","76%","24%","$2.70","$3,298,000.00"
"39007","OH","Ashtabula County, Ohio","15.1%","  15,000 ","130%","SNAP","185%","Other Nutrition Program","64.8%","13.6%","21.6%","23.7%","  5,310 ","85%","15%","$2.78","$7,115,000.00"
"39009","OH","Athens County, Ohio","19.9%","  12,970 ","130%","SNAP","185%","Other Nutrition Program","65.5%","3.9%","30.6%","24.4%","  2,420 ","79%","22%","$2.89","$6,406,000.00"
"39011","OH","Auglaize County, Ohio","10.5%","  4,800 ","130%","SNAP","185%","Other Nutrition Program","49.8%","17.2%","33.0%","16.9%","  1,890 ","69%","31%","$2.68","$2,197,000.00"
"39013","OH","Belmont County, Ohio","14.9%","  10,310 ","130%","SNAP","185%","Other Nutrition Program","51.7%","12.6%","35.7%","22.9%","  3,020 ","68%","32%","$2.62","$4,609,000.00"
"39015","OH","Brown County, Ohio","13.9%","  6,110 ","130%","SNAP","185%","Other Nutrition Program","62.2%","10.0%","27.8%","22.3%","  2,290 ","76%","24%","$2.82","$2,941,000.00"
"39017","OH","Butler County, Ohio","13.1%","  48,950 ","130%","SNAP","185%","Other Nutrition Program","49.6%","9.4%","41.0%","18.6%","  16,780 ","60%","40%","$2.98","$24,934,000.00"
"39019","OH","Carroll County, Ohio","13.2%","  3,720 ","130%","SNAP","185%","Other Nutrition Program","53.9%","17.0%","29.0%","21.9%","  1,310 ","81%","19%","$3.08","$1,961,000.00"
"39021","OH","Champaign County, Ohio","12.0%","  4,700 ","130%","SNAP","185%","Other Nutrition Program","49.1%","15.3%","35.6%","18.9%","  1,730 ","70%","30%","$3.02","$2,428,000.00"
"39023","OH","Clark County, Ohio","15.6%","  21,240 ","130%","SNAP","185%","Other Nutrition Program","60.2%","13.8%","26.0%","22.7%","  7,090 ","82%","19%","$2.71","$9,847,000.00"
"39025","OH","Clermont County, Ohio","11.4%","  22,930 ","130%","SNAP","185%","Other Nutrition Program","47.4%","10.5%","42.1%","17.6%","  8,580 ","57%","43%","$2.96","$11,585,000.00"
"39027","OH","Clinton County, Ohio","14.6%","  6,100 ","130%","SNAP","185%","Other Nutrition Program","54.0%","15.3%","30.6%","21.5%","  2,160 ","78%","22%","$2.59","$2,699,000.00"
"39029","OH","Columbiana County, Ohio","14.5%","  15,280 ","130%","SNAP","185%","Other Nutrition Program","55.9%","14.1%","30.0%","23.2%","  5,110 ","78%","22%","$2.69","$7,017,000.00"
