"FIPS","State","County, State","2015 Food Insecurity Rate","# of Food Insecure Persons in 2015","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2015 Child food insecurity rate","# of Food Insecure Children in 2015","% food insecure children in HH w/ HH incomes below 185 FPL in 2015","% food insecure children in HH w/ HH incomes above 185 FPL in 2015","2015 Cost Per Meal","2015 Weighted Annual Food Budget Shortfall"
"37043","NC","Clay County, North Carolina","14.6%","  1,560 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%","","20.1%","27.3%","  550 ","79%","21%","$3.02","$846,000.00"
"37045","NC","Cleveland County, North Carolina","17.9%","  17,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.8%","","19.2%","25.3%","  5,530 ","82%","18%","$2.61","$8,155,000.00"
"37047","NC","Columbus County, North Carolina","19.9%","  11,410 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.4%","","18.6%","25.9%","  3,330 ","82%","19%","$2.72","$5,566,000.00"
"37049","NC","Craven County, North Carolina","16.5%","  17,230 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.5%","","29.5%","23.5%","  5,600 ","71%","30%","$3.15","$9,737,000.00"
"37051","NC","Cumberland County, North Carolina","19.9%","  64,530 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.1%","","22.9%","23.2%","  19,670 ","72%","28%","$2.86","$33,130,000.00"
"37053","NC","Currituck County, North Carolina","11.8%","  2,890 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%","","36.5%","20.5%","  1,120 ","70%","30%","$3.38","$1,752,000.00"
"37055","NC","Dare County, North Carolina","12.5%","  4,370 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.6%","","31.4%","21.4%","  1,470 ","85%","15%","$3.58","$2,804,000.00"
"37057","NC","Davidson County, North Carolina","13.9%","  22,730 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.6%","","22.4%","22.8%","  8,540 ","79%","21%","$2.66","$10,841,000.00"
"37059","NC","Davie County, North Carolina","11.7%","  4,850 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.8%","","35.2%","20.9%","  1,930 ","63%","37%","$3.01","$2,614,000.00"
"37061","NC","Duplin County, North Carolina","16.1%","  9,580 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.6%","","4.4%","24.8%","  3,650 ","87%","14%","$2.80","$4,815,000.00"
"37063","NC","Durham County, North Carolina","17.9%","  51,710 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.4%","","29.6%","20.1%","  12,780 ","67%","33%","$3.02","$28,008,000.00"
"37065","NC","Edgecombe County, North Carolina","26.0%","  14,380 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.4%","","7.6%","28.8%","  3,730 ","81%","19%","$2.66","$6,858,000.00"
"37067","NC","Forsyth County, North Carolina","16.6%","  59,900 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.3%","","24.7%","22.7%","  19,560 ","73%","27%","$2.90","$31,138,000.00"
"37069","NC","Franklin County, North Carolina","15.6%","  9,750 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.4%","","17.6%","21.0%","  3,050 ","87%","14%","$2.81","$4,911,000.00"
"37071","NC","Gaston County, North Carolina","15.9%","  33,390 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.9%","","20.1%","23.6%","  11,540 ","80%","20%","$2.72","$16,278,000.00"
"37073","NC","Gates County, North Carolina","16.5%","  1,930 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%","","22.0%","22.6%","  590 ","88%","12%","$2.97","$1,028,000.00"
"37075","NC","Graham County, North Carolina","17.7%","  1,540 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.2%","","16.8%","30.1%","  560 ","81%","19%","$2.98","$822,000.00"
"37077","NC","Granville County, North Carolina","16.1%","  9,370 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.6%","","28.4%","20.3%","  2,570 ","77%","23%","$2.83","$4,757,000.00"
"37079","NC","Greene County, North Carolina","18.2%","  3,870 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.0%","","18.0%","24.4%","  1,140 ","80%","21%","$2.74","$1,901,000.00"
"37081","NC","Guilford County, North Carolina","18.5%","  93,510 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.4%","","24.6%","21.7%","  25,120 ","72%","28%","$2.91","$48,816,000.00"
"37083","NC","Halifax County, North Carolina","25.1%","  13,420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.9%","","16.1%","26.9%","  3,170 ","74%","27%","$2.76","$6,648,000.00"
"37085","NC","Harnett County, North Carolina","16.2%","  20,100 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%","","21.2%","22.6%","  7,700 ","76%","24%","$3.02","$10,897,000.00"
"37087","NC","Haywood County, North Carolina","13.5%","  8,000 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.3%","","28.7%","25.3%","  2,760 ","80%","21%","$3.06","$4,397,000.00"
"37089","NC","Henderson County, North Carolina","11.5%","  12,650 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%","","24.2%","21.0%","  4,580 ","78%","22%","$2.92","$6,620,000.00"
"37091","NC","Hertford County, North Carolina","24.5%","  5,970 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%","","22.0%","25.6%","  1,240 ","77%","23%","$2.75","$2,942,000.00"
"37093","NC","Hoke County, North Carolina","19.4%","  9,890 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.1%","","17.9%","24.8%","  3,690 ","73%","27%","$2.84","$5,030,000.00"
"37095","NC","Hyde County, North Carolina","18.8%","  1,070 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.4%","","33.6%","23.3%","  240 ","71%","29%","$3.17","$607,000.00"
"37097","NC","Iredell County, North Carolina","13.4%","  22,140 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.6%","","30.4%","21.4%","  8,570 ","68%","33%","$2.96","$11,754,000.00"
"37099","NC","Jackson County, North Carolina","15.6%","  6,370 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.2%","","29.8%","25.8%","  1,830 ","70%","30%","$3.03","$3,466,000.00"
"37101","NC","Johnston County, North Carolina","13.1%","  23,290 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.4%","","23.6%","20.9%","  9,990 ","74%","26%","$3.12","$13,031,000.00"
"37103","NC","Jones County, North Carolina","18.9%","  1,920 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.5%","","11.5%","27.3%","  540 ","78%","22%","$3.02","$1,038,000.00"
"37105","NC","Lee County, North Carolina","14.6%","  8,680 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.4%","","20.6%","22.8%","  3,440 ","73%","27%","$2.99","$4,657,000.00"
"37107","NC","Lenoir County, North Carolina","21.1%","  12,380 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%","","9.3%","25.1%","  3,400 ","79%","21%","$2.58","$5,722,000.00"
"37109","NC","Lincoln County, North Carolina","12.6%","  10,050 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.8%","","27.2%","22.7%","  4,040 ","67%","33%","$2.70","$4,866,000.00"
"37111","NC","McDowell County, North Carolina","14.8%","  6,630 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.2%","","14.8%","25.8%","  2,450 ","82%","18%","$2.97","$3,528,000.00"
"37113","NC","Macon County, North Carolina","14.0%","  4,760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.7%","","20.3%","25.8%","  1,640 ","84%","16%","$3.02","$2,579,000.00"
"37115","NC","Madison County, North Carolina","14.4%","  3,020 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.6%","","24.4%","24.7%","  970 ","78%","22%","$2.94","$1,593,000.00"
"37117","NC","Martin County, North Carolina","21.4%","  5,090 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.5%","","18.5%","24.6%","  1,230 ","78%","22%","$2.81","$2,565,000.00"
"37119","NC","Mecklenburg County, North Carolina","16.4%","  162,380 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.0%","","31.0%","19.5%","  47,800 ","65%","35%","$3.12","$90,945,000.00"
"37121","NC","Mitchell County, North Carolina","14.4%","  2,210 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.5%","","24.5%","26.7%","  760 ","70%","30%","$3.03","$1,202,000.00"
"37123","NC","Montgomery County, North Carolina","15.9%","  4,400 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.7%","","11.3%","25.3%","  1,640 ","84%","16%","$2.70","$2,133,000.00"
"37125","NC","Moore County, North Carolina","14.0%","  12,830 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.9%","","30.1%","23.0%","  4,500 ","72%","28%","$3.20","$7,364,000.00"
"37127","NC","Nash County, North Carolina","19.8%","  18,720 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.6%","","19.4%","22.9%","  4,970 ","80%","20%","$2.66","$8,936,000.00"
"37129","NC","New Hanover County, North Carolina","16.4%","  34,950 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.0%","","32.0%","22.1%","  9,210 ","67%","33%","$3.15","$19,764,000.00"
"37131","NC","Northampton County, North Carolina","25.0%","  5,260 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.6%","","10.4%","29.9%","  1,220 ","81%","19%","$3.07","$2,895,000.00"
"37133","NC","Onslow County, North Carolina","15.6%","  28,670 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%","","21.6%","22.1%","  10,380 ","78%","22%","$2.97","$15,269,000.00"
"37135","NC","Orange County, North Carolina","14.3%","  19,790 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.3%","","38.7%","18.2%","  5,160 ","57%","43%","$3.65","$12,937,000.00"
"37137","NC","Pamlico County, North Carolina","15.1%","  1,960 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.1%","","26.9%","23.8%","  510 ","86%","14%","$3.19","$1,122,000.00"
"37139","NC","Pasquotank County, North Carolina","20.3%","  8,100 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%","","29.4%","24.6%","  2,160 ","74%","26%","$2.95","$4,279,000.00"
"37141","NC","Pender County, North Carolina","15.3%","  8,420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.9%","","28.1%","22.9%","  2,810 ","71%","29%","$3.26","$4,924,000.00"
"37143","NC","Perquimans County, North Carolina","17.6%","  2,380 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.2%","","16.8%","26.2%","  720 ","84%","16%","$2.90","$1,236,000.00"
"37145","NC","Person County, North Carolina","18.1%","  7,090 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.3%","","22.7%","23.7%","  2,070 ","76%","24%","$2.81","$3,568,000.00"
"37147","NC","Pitt County, North Carolina","21.6%","  37,480 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.8%","","23.2%","23.1%","  8,850 ","70%","30%","$2.94","$19,735,000.00"
"37149","NC","Polk County, North Carolina","12.5%","  2,530 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.0%","","30.0%","23.1%","  820 ","72%","28%","$3.09","$1,401,000.00"
"37151","NC","Randolph County, North Carolina","13.1%","  18,690 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.4%","","15.6%","23.7%","  8,030 ","84%","16%","$2.74","$9,183,000.00"
"37153","NC","Richmond County, North Carolina","21.3%","  9,810 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.7%","","12.3%","27.9%","  3,050 ","77%","23%","$2.52","$4,439,000.00"
"37155","NC","Robeson County, North Carolina","21.7%","  29,250 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.3%","","6.7%","30.3%","  10,690 ","87%","13%","$2.48","$13,017,000.00"
"37157","NC","Rockingham County, North Carolina","16.8%","  15,550 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.5%","","18.5%","23.9%","  4,680 ","79%","21%","$2.84","$7,927,000.00"
"37159","NC","Rowan County, North Carolina","15.7%","  21,690 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.1%","","20.9%","23.9%","  7,560 ","80%","20%","$2.68","$10,405,000.00"
"37161","NC","Rutherford County, North Carolina","16.9%","  11,270 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.7%","","10.3%","26.8%","  3,840 ","96%","4%","$2.60","$5,249,000.00"
"37163","NC","Sampson County, North Carolina","16.5%","  10,530 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.6%","","7.4%","24.1%","  3,830 ","83%","17%","$2.66","$5,032,000.00"
"37165","NC","Scotland County, North Carolina","25.5%","  9,170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.0%","","13.0%","32.0%","  2,730 ","84%","16%","$2.78","$4,574,000.00"
"37167","NC","Stanly County, North Carolina","15.1%","  9,150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.3%","","22.7%","23.9%","  3,180 ","76%","24%","$2.71","$4,447,000.00"
"37169","NC","Stokes County, North Carolina","13.7%","  6,390 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.4%","","26.6%","23.7%","  2,280 ","74%","26%","$3.04","$3,485,000.00"
"37171","NC","Surry County, North Carolina","13.6%","  9,930 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.7%","","12.3%","23.7%","  3,870 ","89%","11%","$2.84","$5,064,000.00"
"37173","NC","Swain County, North Carolina","17.1%","  2,420 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%","","18.1%","31.7%","  1,050 ","80%","20%","$2.94","$1,278,000.00"
"37175","NC","Transylvania County, North Carolina","12.7%","  4,180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%","","26.2%","23.9%","  1,320 ","91%","10%","$3.15","$2,358,000.00"
"37177","NC","Tyrrell County, North Carolina","19.1%","  790 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.1%","","14.9%","26.6%","  190 ","89%","11%","$3.19","$452,000.00"
"37179","NC","Union County, North Carolina","10.5%","  22,300 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.8%","","37.2%","18.0%","  11,130 ","58%","42%","$3.02","$12,088,000.00"
"37181","NC","Vance County, North Carolina","23.5%","  10,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%","","9.3%","26.3%","  2,880 ","76%","24%","$2.75","$5,188,000.00"
"37183","NC","Wake County, North Carolina","13.5%","  131,740 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.7%","","41.3%","18.0%","  44,330 ","59%","41%","$3.13","$74,019,000.00"
"37185","NC","Warren County, North Carolina","23.3%","  4,770 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.7%","","13.3%","25.6%","  1,010 ","83%","18%","$2.78","$2,376,000.00"
"37187","NC","Washington County, North Carolina","22.6%","  2,860 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.2%","","5.8%","25.2%","  720 ","84%","16%","$2.90","$1,489,000.00"
"37189","NC","Watauga County, North Carolina","18.3%","  9,550 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.8%","","32.2%","22.8%","  1,600 ","68%","32%","$3.54","$6,067,000.00"
"37191","NC","Wayne County, North Carolina","18.9%","  23,460 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.0%","","18.0%","25.0%","  7,560 ","78%","23%","$2.70","$11,377,000.00"
"37193","NC","Wilkes County, North Carolina","15.2%","  10,490 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.6%","","13.4%","25.8%","  3,820 ","84%","16%","$2.95","$5,549,000.00"
"37195","NC","Wilson County, North Carolina","21.8%","  17,810 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.9%","","18.1%","27.7%","  5,380 ","76%","24%","$2.70","$8,609,000.00"
"37197","NC","Yadkin County, North Carolina","12.9%","  4,900 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.0%","","14.0%","25.0%","  2,110 ","86%","14%","$2.88","$2,527,000.00"
"37199","NC","Yancey County, North Carolina","14.5%","  2,550 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.2%","","17.8%","27.0%","  910 ","82%","19%","$2.83","$1,295,000.00"
"38001","ND","Adams County, North Dakota","6.8%","  160 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.6%","","40.4%","11.9%","  50 ","52%","48%","$3.20","$92,000.00"
"38003","ND","Barnes County, North Dakota","6.9%","  760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.0%","","37.0%","8.9%","  200 ","53%","47%","$3.00","$409,000.00"
"38005","ND","Benson County, North Dakota","13.8%","  940 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%","","21.2%","22.1%","  510 ","71%","29%","$3.10","$523,000.00"
"38007","ND","Billings County, North Dakota","5.9%","  60 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.6%","","36.4%","7.1%","  10 ","62%","38%","$3.38","$36,000.00"
"38009","ND","Bottineau County, North Dakota","6.9%","  460 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.3%","","39.7%","10.0%","  130 ","56%","44%","$3.10","$256,000.00"
"38011","ND","Bowman County, North Dakota","4.6%","  150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","47.5%","","52.5%","6.3%","  50 ","21%","79%","$3.22","$87,000.00"
"38013","ND","Burke County, North Dakota","7.3%","  160 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.6%","","22.4%","11.8%","  70 ","69%","31%","$3.27","$94,000.00"
"38015","ND","Burleigh County, North Dakota","6.1%","  5,400 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.8%","","44.2%","8.6%","  1,720 ","49%","51%","$3.12","$3,017,000.00"
"38017","ND","Cass County, North Dakota","9.2%","  14,960 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.2%","","37.8%","8.9%","  3,170 ","56%","44%","$3.00","$8,049,000.00"
"38019","ND","Cavalier County, North Dakota","4.1%","  160 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%","","25.2%","6.2%","  50 ","53%","48%","$3.02","$87,000.00"
"38021","ND","Dickey County, North Dakota","5.7%","  300 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.4%","","33.6%","7.5%","  90 ","62%","38%","$2.95","$159,000.00"
"38023","ND","Divide County, North Dakota","5.2%","  120 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.9%","","27.1%","7.6%","  30 ","68%","32%","$3.42","$74,000.00"
"38025","ND","Dunn County, North Dakota","5.4%","  220 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.6%","","33.4%","10.0%","  90 ","45%","55%","$3.39","$134,000.00"
"38027","ND","Eddy County, North Dakota","8.0%","  190 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.5%","","35.5%","12.3%","  70 ","72%","29%","$3.04","$104,000.00"
"38029","ND","Emmons County, North Dakota","7.7%","  270 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.0%","","27.0%","9.9%","  70 ","80%","20%","$3.12","$151,000.00"
"38031","ND","Foster County, North Dakota","6.5%","  220 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.1%","","42.9%","10.6%","  70 ","64%","36%","$3.04","$120,000.00"
"38033","ND","Golden Valley County, North Dakota","7.2%","  130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.6%","","25.4%","10.2%","  50 ","70%","30%","$3.38","$79,000.00"
"38035","ND","Grand Forks County, North Dakota","10.5%","  7,270 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.8%","","36.2%","11.1%","  1,550 ","61%","39%","$2.94","$3,827,000.00"
"38037","ND","Grant County, North Dakota","7.4%","  170 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.2%","","27.8%","11.2%","  50 ","76%","24%","$3.14","$96,000.00"
"38039","ND","Griggs County, North Dakota","6.3%","  150 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.7%","","35.3%","8.7%","  40 ","75%","25%","$2.98","$80,000.00"
"38041","ND","Hettinger County, North Dakota","5.1%","  130 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.1%","","26.9%","10.1%","  60 ","64%","36%","$3.21","$75,000.00"
"38043","ND","Kidder County, North Dakota","4.9%","  120 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.9%","","13.1%","9.1%","  40 ","91%","9%","$3.11","$67,000.00"
"38045","ND","LaMoure County, North Dakota","5.9%","  240 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.0%","","34.0%","8.6%","  70 ","55%","45%","$2.99","$129,000.00"
"38047","ND","Logan County, North Dakota","5.1%","  100 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.3%","","32.7%","6.6%","  30 ","58%","42%","$3.10","$56,000.00"
"38049","ND","McHenry County, North Dakota","6.8%","  400 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%","","38.3%","13.2%","  170 ","59%","41%","$3.10","$222,000.00"
"38051","ND","McIntosh County, North Dakota","6.7%","  180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.3%","","35.7%","9.5%","  50 ","49%","51%","$3.00","$97,000.00"
"38053","ND","McKenzie County, North Dakota","7.9%","  760 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.0%","","40.0%","12.0%","  330 ","52%","48%","$3.37","$459,000.00"
"38055","ND","McLean County, North Dakota","6.9%","  650 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.9%","","39.1%","11.3%","  230 ","58%","42%","$3.13","$365,000.00"
"38057","ND","Mercer County, North Dakota","5.4%","  460 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","57.4%","","42.6%","9.0%","  170 ","32%","68%","$3.13","$259,000.00"
"38059","ND","Morton County, North Dakota","5.8%","  1,670 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.9%","","43.1%","8.8%","  570 ","50%","50%","$3.17","$950,000.00"
"38061","ND","Mountrail County, North Dakota","6.2%","  570 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.0%","","37.0%","10.2%","  240 ","48%","52%","$3.28","$335,000.00"
"38063","ND","Nelson County, North Dakota","6.4%","  190 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.3%","","34.7%","8.8%","  50 ","66%","34%","$2.95","$101,000.00"
"38065","ND","Oliver County, North Dakota","6.4%","  120 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%","","38.3%","10.7%","  40 ","48%","52%","$3.13","$67,000.00"
"38067","ND","Pembina County, North Dakota","6.2%","  450 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.3%","","33.7%","10.1%","  150 ","48%","52%","$2.94","$237,000.00"
"38069","ND","Pierce County, North Dakota","9.1%","  400 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.1%","","38.9%","14.2%","  120 ","52%","48%","$3.09","$221,000.00"
"38071","ND","Ramsey County, North Dakota","7.8%","  910 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.4%","","31.6%","10.8%","  280 ","56%","44%","$2.95","$481,000.00"
"38073","ND","Ransom County, North Dakota","6.8%","  370 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.9%","","35.1%","8.3%","  100 ","75%","25%","$2.98","$198,000.00"
"38075","ND","Renville County, North Dakota","5.3%","  140 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.8%","","37.2%","8.8%","  60 ","59%","41%","$3.13","$79,000.00"
"38077","ND","Richland County, North Dakota","6.7%","  1,100 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%","","38.3%","9.9%","  340 ","59%","41%","$2.94","$579,000.00"
"38079","ND","Rolette County, North Dakota","17.4%","  2,520 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.6%","","24.4%","26.4%","  1,290 ","72%","28%","$2.99","$1,352,000.00"
"38081","ND","Sargent County, North Dakota","4.7%","  180 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.2%","","27.8%","6.8%","  50 ","72%","28%","$2.99","$97,000.00"
"38083","ND","Sheridan County, North Dakota","8.4%","  110 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.0%","","34.0%","15.4%","  40 ","66%","34%","$3.13","$62,000.00"
"38085","ND","Sioux County, North Dakota","16.3%","  710 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.1%","","14.9%","21.4%","  350 ","66%","34%","$3.12","$397,000.00"
"38087","ND","Slope County, North Dakota","5.5%","  40 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.2%","","33.8%","8.9%","  10 ","49%","51%","$3.22","$23,000.00"
"38089","ND","Stark County, North Dakota","5.4%","  1,550 ","200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.0%","","42.0%","6.7%","  460 ","50%","50%","$3.21","$891,000.00"
